DataType,Size,Ratio,Algorithm,MeanTime(ns),StdDeviation(ns),AllSorted
AlmostSorted,256,0.25,cuda_bubble_sort,1.73277e+09,1.16319e+06,true
AlmostSorted,256,0.25,cuda_merge_sort,7.27084e+06,25002.2,true
AlmostSorted,256,0.25,cuda_counting_sort,510041,25417.6,true
AlmostSorted,256,0.25,cuda_radix_sort,1.0722e+06,30256.8,true
AlmostSorted,256,0.25,cuda_heap_sort,0,0,true
AlmostSorted,256,0.25,cuda_insertion_sort,0,0,true
AlmostSorted,256,0.25,cuda_selection_sort,0,0,true
AlmostSorted,256,0.25,cuda_shell_sort,0,0,true
AlmostSorted,256,0.333333,cuda_bubble_sort,1.73383e+09,1.62497e+06,true
AlmostSorted,256,0.333333,cuda_merge_sort,7.31855e+06,38739.3,true
AlmostSorted,256,0.333333,cuda_counting_sort,517524,58094.8,true
AlmostSorted,256,0.333333,cuda_radix_sort,1.06938e+06,48885.9,true
AlmostSorted,256,0.333333,cuda_heap_sort,0,0,true
AlmostSorted,256,0.333333,cuda_insertion_sort,0,0,true
AlmostSorted,256,0.333333,cuda_selection_sort,0,0,true
AlmostSorted,256,0.333333,cuda_shell_sort,0,0,true
AlmostSorted,256,0.416667,cuda_bubble_sort,1.73062e+09,3.77795e+06,true
AlmostSorted,256,0.416667,cuda_merge_sort,7.29106e+06,42591.6,true
AlmostSorted,256,0.416667,cuda_counting_sort,512627,33432,true
AlmostSorted,256,0.416667,cuda_radix_sort,1.07685e+06,36168.7,true
AlmostSorted,256,0.416667,cuda_heap_sort,0,0,true
AlmostSorted,256,0.416667,cuda_insertion_sort,0,0,true
AlmostSorted,256,0.416667,cuda_selection_sort,0,0,true
AlmostSorted,256,0.416667,cuda_shell_sort,0,0,true
